undl_id,keywords
651196,"South Asia, nuclear-free zone"
652180,"cultural values, resolution"
652181,"General Assembly, Human rights, scientific and technological development"
652182,"General Assembly, development, social activity"
652183,"apartheid, resolution"
652184,"General Assembly, Special Committee on Apartheid"
652185,"apartheid, resolution"
652186,"United Nations action against apartheid, coordination, resolution"
652187,"General Assembly, intergovernmental organizations, resolution"
652188,"Africa, United Nations Trust Fund for South Africa"
652189,"Africa, South Africa, apartheid, resolution"
652190,"atomic radiation, resolution"
652191,"atomic radiation, resolution"
652192,"atomic radiation, resolution"
652193,"Niue, resolution"
652194,"American Samoa, Gilbert and Ellice Islands, Guam, New Hebrides, Seychelles, Solomon ilands, South America, St Helena, resolution"
652195,"British Virgin Islands, Cayman Islands and Caicos Islands, Islands, United States Virgin Islands"
652196,"Seychelles, resolution"
652197,"Brunei, resolution"
652198,"Falkland Island (Malvinas), resolution"
652199,"Comoro Archipelago, General Assembly"
652200,"Sahara, resolution, spanish Sahara"
652201,"Colonial Countries and People, Declaration on the granting of Independence to Colonials and People"
652203,"decolonization, resolution"
652204,Colonialism and Apartheid in Southern Africa
652207,"United Nations Revolving Fund for Natural Resources Exploration, resolution"
652209,"landlocked developing countries, resolution"
652210,"General Assembly, natural resources, sovereignty"
652211,Feneral Assembly
652213,"Arab territories, natural resources, sovereignty"
652216,"General Assembly, disarmament, resolution"
652224,"General Assembly, Trade and Development Board, trade and development board"
652233,"South Africa, political prisoners, resolution"
652235,"General Assembly, Guinea-Bissau, Portuguese military forces of certain ectors, Republic, aggression, resolution"
652345,"General Assembly, disarmament, resolution"
652346,"General Assembly, disarmament, resolution"
652349,"art to countries victims of expropriation, resolution"
652352,"biennium 1974-1975, budget appropriations, resolution"
652353,"appropriations for the year 1974, resolution"
652354,"biennium 1974-1975, expenses, extraordinary expense"
652355,"Capital Fund, Working Capital Fund for the biennium 1974-1975"
652357,"United Nations staff, accommodation, official travel"
652358,"General Assembly, approval of programmes and budgets, resolution"
652367,"Human Rights of the Population of the Occupied Territories, Israeli Practices, Occupied Territories, Resolution"
652401,"atomic radiation, resolution"
652402,"Southern Rhodesia, resolution"
652403,"General Assembly, co-operation, crimes against humanity, resolution, war crime"
652404,"incendiary weapon, napalm, resolution"
652418,"chemical and bacteriological weapon, resolution"
652419,"nuclear tests, urgent need"
652420,"nuclear tests, urgent need"
652421,"Additional Protocol II of the Treaty for the Prohibition of Nuclear Weapon in Latin America (Treaty of Tlatelolco), Latin America (Treaty of Tlatelolco), additional protocol II of the Treaty for the Prohibition of Nuclear Protection, general assembly resolution 2935 (XXVII)"
652423,"Declaration of the Indian Ocean as a zone of peace, Indian Ocean"
652424,"United Nations University, resolution"
652430,"indexation of prices, resolution"
652431,"Human Rights of the Population of the Occupied Territories, Israeli Practices, Occupied Territories, Resolution"
652432,"Human Rights of the Population of the Occupied Territories, Israeli Practices, Occupied Territories, Resolution"
652433,"Council, Council by 10 per cent, General Assembly, State permanent members of the Security Council, developing countries, military budgets, resolution"
652434,"Council, Council by 10 per cent, General Assembly, State permanent members of the Security Council, developing countries, military budgets, resolution"
652435,"United Nations Emergency Force, financing, resolution"
652436,"armed conflicts, human rights, resolution"
652437,"alien domination, combatants struggling against colonial and alien domination, legal status, racist regimes, resolution"
652439,"Charter of the United Nations, Non-Self-Governing Territories"
652440,"Namibia, resolution"
652441,"United Nations Fund for Namibia, resolution"
652442,"Palestine Refugees, United Nations Relief and Work Agency"
652443,"Palestine Refugees, United Nations Relief and Work Agency"
652531,"Portuguese administration, Territories"
652532,"Mozambique, commission of inquiry, reported Massacres"
652533,"Southern Rhodesia, resolution"
652534,"Southern Rhodesia, resolution"
652535,"Africa, Colonial Countries, Colonial Countries and Peoples, Declaration on the Granting of Independence to Colonials and other interests, Namibia, Portuguese domination, South Rhodesia, apartheid, colonialism, foreign economic interests, racial discrimination, resolution, southern Africa"
652536,"Colonial Countries and Peoples, Declaration on the granting of Independence to Colonialization, General Assembly, United Nations, resolution"
652537,"South Africa, United Nations Educational and Training Programme"
652538,"United Nations Capital Development Fund, resolution"
652539,"co-operation, natural resources, resolution"
652540,"housing, human settlement, multilateral financing"
652541,"General Assembly, United Nations High Commissioner for Human Rights"
652619,"Colonial Countries and Peoples, Declaration on the granting of Independence to Colonialization, General Assembly, United Nations, resolution"
652620,"South Africa, United Nations Educational and Training Programme"
652621,"Sahara, resolution, spanish Sahara"
652622,"Bahamas, Bayman Islands, Cocos Islands, Ellice Islands (Keeling Islands), Guam, Guam Islands, Islands, New Hebrides, St Helena, Turks and Caicos Islands, United States Virgin Islands, Virgin Island, resolution"
652623,"Seychelles, resolution"
652624,"Niue Island, Tokelau Island, resolution"
652625,"Antigua, Grenada, Saint Vincent-Nevis-Anguilla, Saint. Vincent, St. Lucia"
652627,"General Assembly, Security Council"
652628,"Declaration of the Indian Ocean as a zone of peace, Indian Ocean"
652629,"Declaration on the Strengthening of International Security Resolution, General Assembly"
652657,"General Assembly, International responsibility, environment, resolution"
652670,"Human Rights of the Population of the Occupied Territories, Israeli Practices, Occupied Territories, Resolution"
652671,"United Nations system, employment of women, professional positions, resolution"
652672,"Capital punishment, General Assembly"
652673,"narcotics control, resolution"
652674,"drug abuse control, resolution"
652675,"United Nations programme, drug abuse control"
652676,"developing countries, sovereignty"
652677,"developed countries, trained personnel"
652678,"developing countries, mass poverty, unemployment"
652679,United Nations fund for Population Activities
652683,"communication, international youth organizations"
652685,"intolerance, resolution"
652739,"Colonial Countries and People, Declaration on the granting of Independence to Colonials and People"
652756,"artificial earth satellites, direct television broadcasting"
652923,"Portuguese administration, Territories"
652924,"detainees, resolution, torture"
652926,"Africa, United Nations Trust Fund for South Africa"
652928,"General Assembly, Special Committee on Apartheid"
652934,"apartheid, resolution"
652938,"Africa, South Africa, apartheid, resolution"
652942,"Apartheid, International Conference of Trade Union"
652945,"World Disarmament Conference, World Disarmment Conference resolution"
652946,"Conference of Non-Nuclear-Weapon States, resolution"
652951,"International Law Commission, resolution"
652957,"General Assembly, disarmament, resolution"
652960,"General Assembly, disarmament, resolution"
652964,"chemical and bacteriological weapon, resolution"
652967,"nuclear tests, urgent need"
652976,"nuclear tests, urgent need"
652984,"nuclear tests, urgent need"
652987,"Additional Protocol II of the Treaty for the Prohibition of Nuclear Weapon in Latin America (Treaty of Tlatelolco), Latin America (Treaty of Tlatelolco), additional protocol II of the Treaty for the Prohibition of Nuclear Protection, general assembly resolution 2830 (XXVI)"
