Original_ID,Geopolitical,Thematic,Action
662073,States,Nuclear tests; Thermo-nuclear tests,Suspension; Obligation; Refrainment; Renewal
662074,,Nuclear Weapons Tests;International Control,Treaty;Ban
662075,Algeria;France,Imprisonment,Status
662076,Africa,Denuclearized zone,Consideration
662077,,Nuclear weapons; Thermo-nuclear weapons,Prohibition; Use
662078,Colonial countries;Peoples,Declaration;Independence,Implementation;Granting
662079,South Africa,Race Conflict;Apartheid,Question
662080,China,Representation,
662081,Portugal,Charter of the United Nations,Non-compliance
662082,Non-Self-Governing Territories,Information,Renewal
662083,Member States,Co-operation,
662084,Republic of the Congo (Leopoldville),Credentials,
662085,colonial countries;peoples,independence,granting
662086,Non-Self-Governing Territories,Racial Discrimination,
662087,,Obligation; Information; Charter,Determination; Transmission
662088,,Transmission of information; Article 73 e; Charter,
662122,Union of South Africa;South West Africa,Legal actions;Obligations,Fulfillment
662544,Republic of South Africa,Apartheid,Policy
662952,,United Nations Administrative Tribunal judgments; Statute of the Administrative Tribunal,Procedure; Review; Amendment
662954,,Charter,Proposal; Review
663061,Portuguese administration,,
663140,Burundi,Assassination,
663764,Angola,,
663767,,Administrative procedures;Budgetary procedures;United Nations,
663770,Hungary,,
664260,colonial countries;colonial peoples,Declaration;independence,implementation;granting
664261,,Mechanical Means of Voting,Installation
664263,Korea,Korean question,
664264,,Fact-finding,Method
664266,Republic of South Africa,Apartheid,Policy
664267,South West Africa,,Resolution
664268,,United Nations Emergency Force,Adoption
664269,,General Committee; General Assembly; Rules of Procedure,Amendments
664273,,Security Council;Economic and Social Council;Equitable Representation,
664274,,Security Council;Economic and Social Council;Equitable Representation,
664276,,Economic Committee;Social Committee;Co-ordination Committee;Economic and Social Council,Enlargement
664377,Tibet,,
664378,South Africa;Union of South Africa,Race Conflict;Apartheid,
664379,,Nuclear Weapons,Prevention; Dissemination
664380,,Capital Punishment,Study
664381,,Nuclear tests; Thermo-nuclear tests,Suspension
664382,,Security Council;Economic and Social Council;Membership,Increase
664383,Trust Territories,United Nations;International Trusteeship System,Dissemination;Information
664397,France;Sahara,Nuclear Tests,
664398,South Africa;Union of South Africa,Race Conflict;Apartheid,
664399,Union of Soviet Socialist Republics;United States of America;United Kingdom of Great Britain and Northern Ireland;France;under-developed countries,disarmament;atomic weapons tests;hydrogen weapons tests;military budgets;assistance,discontinuance;reduction;use;assistance
664400,,United Nations Emergency Force,Progress report
664401,Korea,Korean question,
664402,,Economic and Social Council; Membership,Increase
664403,,Law of the Sea,Convening; Conference
664891,,Population growth;Economic development,
664894,Tibet,,
664895,Algeria,,
664896,Palestine; Near East,Relief; Works Agency; Refugees,Report
664900,,Administrative procedures;Budgetary procedures;United Nations,
664901,Congo,Cost Estimates; Financing,Operation
664902,,United Nations Emergency Force; cost estimates; maintenance,
664908,,United Nations financial position; prospects,
664909,Korea,Korean question,
664910,Hungary,,
664912,Angola,,
664915,Non-Self-Governing Territories,Transmission of Information;Examination of Information,
664917,Ruanda-Urundi,Future,
664918,Southern Rhodesia,,Question
665771,Union of South Africa,Treatment of people of Indian origin,
666131,China,Representation,
666133,South West Africa,Good Offices Committee,Establishment
666143,,Armed forces; Armaments; Atomic weapons; Hydrogen weapons; Weapons of mass destruction; International convention; Treaty,Regulation; Limitation; Balanced reduction; Conclusion; Prohibition; Reduction
666146,world,armaments race;modern weapons,collective action;information;enlightenment
666148,,Disarmament,Enlargement; Membership
666150,,United Nations Emergency Force,Adoption
666152,Africa,Economic Commission,Proposal
666153,South Africa;Union of South Africa,Race Conflict;Apartheid,
666155,Union of South Africa,Treatment of people of Indian origin,
666156,Korea,Korean question,
667221,Morocco,United Nations membership,Admission
667222,Tunisia,Membership,Admission
667223,China,Representation,
667224,,United Nations Children's Fund,Membership
667225,Togoland; British,Administration,Future
667226,Japan,Membership,Admission
667227,Togoland; France,Administration,Future
667228,Algeria,,
667615,South West Africa,,
667618,Algeria,,
667622,,Nuclear Weapons,Prevention; Dissemination
667623,,Nuclear tests; Thermo-nuclear tests,Suspension
667624,,Nuclear tests; Thermo-nuclear tests,Suspension
667625,Ruanda-Urundi,Future,
667626,,Question of Mwami,
667635,Congo,United Nations operations,
667637,Union of South Africa;South West Africa,,Appeal
667639,South West Africa,,Resolution
667641,South Africa;Union of South Africa,Race Conflict;Apartheid,
667642,Republic of the Congo,,
667643,Republic of the Congo,,
667644,Republic of the Congo,,
667645,,United Nations,Admission
667646,Angola,,
667647,Palestine; Near East,Relief; Refugees,Report
667648,Ruanda-Urundi,Future,
667649,Trust Territories,United Nations;International Trusteeship System,Dissemination;Information
667650,Trust Territory of the Cameroons; United Kingdom,Trust Territory,Future
667653,Cuba;United States of America,Aggression;Intervention;Territorial Integrity;Sovereignty;Independence;International Peace;International Security,Complaint
667655,Congo,United Nations operations; Cost estimates; Financing,
667656,,Administrative procedures;Budgetary procedures;United Nations,Examination
667938,,Nationality of Married Women,Convention
667960,,Capital Development Fund,
667962,,Agrarian reform,
667987,,United Nations Emergency Force,Adoption
668034,Hungary,,
668035,Korea,Korean question,
668040,Union of South Africa,Treatment of people of Indian origin,
668047,,Information,Transmission; Examination
668314,Hungary,,
668321,,Capital Development Fund,
668322,,International flow of private capital,Promotion
668325,,International commodity problems,
668340,,United Nations Emergency Force,Cost estimates; Maintenance
668353,,Peaceful use of outer space,
668355,Trust Territory of the Cameroons,Administration,Future
668356,Trust Territory of the Cameroons; United Kingdom,Trust Territory,Future
668444,,Aggression,Definition
668445,Togoland; France,Administration,Future
668456,,,Composition
668464,Cameroons,Trust Territories,Administration
668471,,Geographical distribution;Staff;Secretariat;United Nations,
668477,States,Peaceful and neighbourly relations,
668552,Trust Territories,Self-government;Independence,Attainment
668572,Ghana,Membership,Admission
668587,,United Nations; Membership,Admission
668597,Netherlands;Netherlands Antilles;Surinam,Communication,
668598,Trust Territories,Self-government;Independence,Attainment
669305,,,
669311,,,
669317,,,
669321,,,
669324,,,
669329,,,
669331,,,
669335,,,
669340,,,
669343,,,
669344,,,
669345,,,
669416,,Credentials; Representatives,Adoption
669423,Japan,International Civil Aviation Organization,Membership
669433,Korea,Unification; Rehabilitation,Report
669450,Union of South Africa,Treatment of people of Indian origin,
669452,South Africa;Union of South Africa,Race Conflict;Apartheid,
669454,South Africa;Union of South Africa,Race Conflict;Apartheid,
669465,Territory,Self-government,Decision
669477,,Right of peoples and nations; Self-determination,
669486,Morocco,,
669493,,Political Rights of Women,Convention
669499,Ewe; Togoland,Unification problem,Resolution
669502,,Membership,Admission
669503,,Membership,Admission
669512,Trust Territory of Somaliland; Italy,Petitioners,Hearing
669527,,Economic Development;International Prices;Primary Commodities;National Programmes;Integrated Economic Development,Financing;Establishment;Execution
669528,,Migration;Economic Development,
669531,,Natural wealth; Natural resources; Right,Exploitation
669591,United Nations Forces,Bacteriological Warfare,Impartial Investigation
669653,South Africa; Union of South Africa,Race Conflict; Apartheid,
669663,Somaliland;Ethiopia,Frontier,
669689,Morocco,Morocco question,
669715,South West Africa,,
669716,South West Africa,,Resolution
669717,North Korea;China;Korea,Atrocities;Prisoners of War,
669722,,Forced Labour,Evidence
669728,South Africa; Union of South Africa,Race Conflict; Apartheid,Policy
669748,,Financial Year,Estimates
670009,Italy,Trusteeship Council,Participation
670018,Federal Republic of Germany;Berlin;Soviet Zone of Germany,Investigation;Elections,Appointment;Supervision;Investigation;Determination
670032,,International Peace; Security; Purposes and Principles of the Charter,Maintenance; Strengthening
670033,,International Peace; Security; Purposes and Principles of the Charter,Maintenance; Strengthening
670034,under-developed countries,economic development,financing
670035,Union of South Africa,Treatment of people of Indian origin,
670053,Trust Territories,Self-government,Attainment
670063,South West Africa,,
670064,South West Africa,,Resolution
670081,China; Far East; Soviet Union; Sino-Soviet Treaty of Friendship and Alliance,Political independence; Territorial integrity; Peace; Treaty violations; Charter of the United Nations,
670142,,Status of Women,
670144,,Prevention of Discrimination;Protection of Minorities,
670169,Korea,Independence;Unification;Rehabilitation;Relief;Reconstruction,Report
670279,,Peace,Unification
670295,Spain,Relations,
670330,China; Far East; Soviet Union; Sino-Soviet Treaty of Friendship and Alliance,Political independence; Territorial integrity; Peace; Treaty violations; Charter of the United Nations,
670399,Union of South Africa,Treatment of people of Indian origin,
670401,Eritrea,Report,
670406,,Trusteeship Council,Procedure
670407,,Trusteeship Council,Report
670408,,Visiting missions,Organization; Method
670409,,Petitions,Examination
670410,Trust Territories,Trusteeship Council;General Assembly resolutions,Implementation
670411,Trust Territories,Corporal Punishment,Abolition
670533,Non-Self-Governing Territories,Human Rights,Information
670534,,Statistical Information;Article 73 e of the Charter,Comparison
670557,South West Africa,,
670558,South West Africa,,
670559,,Atomic Energy,International Control
670560,People's Republic of China;Korea,Intervention,
670563,,,
670598,,,
670599,Korea,Aggression,Measure
670602,,Freedom of Information,Convention
670655,People's Republic of China;Korea,Intervention,
670662,Bulgaria;Hungary;Romania,Human Rights;Fundamental Freedoms,Observance
670668,Trust Territories,Social advancement,
670670,Trust Territories,Flag of the United Nations,Use
670675,Italy,Colonies,Disposal
670676,Italy;Libya,Colonies,Disposal
670677,Italian Somaliland,Disposal; Former Italian colonies,
670681,Italy;Eritrea,Colonies,Disposal
670741,,Territories; Charter,
670744,,Traffic in persons;Exploitation of the Prostitution of Others,Suppression
670761,South West Africa,,Reiteration; Submission; Report
670772,Palestine; Jerusalem,International regime; Protection; Holy Places,
670908,,Transmission of information; Article 73e; Charter,
670910,,Information; Charter,Transmission
670911,,Economic and Social Council;Special Committee on Information;Charter,Liaison;Transmission
670912,,Specialized Agencies;Article 73e of the Charter,Collaboration
670928,United Nations;League of Nations;Geneva,International Convention;Economic Statistics,Transfer
670938,,Technical assistance; Economic development,
670942,,,Convocation
670943,,Spanish,Adoption;Working Languages
670956,,Admission of New Members,Admission
670961,,Convention;Prevention;Punishment;Crime of Genocide,Adoption
670964,,International Bill of Human Rights; Universal Declaration of Human Rights,Adoption
670969,Palestine,Progress Report,Mediation
670970,League of Nations,Assets,Transfer
670972,,Appropriations;Financial Year,
670974,Korea,Independence,
670976,Union of Soviet Socialist Republics,Fundamental human rights;Traditional diplomatic practices;Principles of the Charter,Violation
670984,Bulgaria;Hungary,Human Rights;Fundamental Freedoms,Observance
671023,Israel,United Nations membership,Admission
671029,,International Transmission of News; Right of Correction,Convention
671032,Union of South Africa,Treatment of people of Indian origin,
671149,Greece,Political independence;Territorial integrity,Threats
671154,South West Africa,Trusteeship Agreements,Consideration
671165,,,
671171,,Membership,Admission
671173,,Membership,Admission
671174,,Membership,Admission
671175,,Membership,Admission
671177,,Membership,Admission
671178,,Membership,Admission
671194,,Genocide,Convention
671195,Palestine,Future government,
671205,,Provisional Rules of Procedure,Amendments
671206,,Provisional Rules of Procedure; Supplementary Rule T,Amendments
671208,Spain,Relations,
671209,,Trusteeship Council,Rules of procedure
671210,Non self-governing peoples,,
671211,,Refugees,
671214,,Economic and Social Council,Representation
